,status_group
1845,functional
45891,functional
52745,functional
20509,functional
415,non functional
26436,functional
8853,non functional
47441,functional needs repair
29373,functional
32253,non functional
47399,functional
47112,non functional
25088,non functional
9245,functional
54183,non functional
26158,functional
18266,functional needs repair
22552,functional
21589,functional
42061,functional needs repair
35769,functional
25724,functional
28785,functional
33173,non functional
51092,non functional
19031,non functional
15598,non functional
54545,functional
698,non functional
19955,non functional
10679,non functional
6147,non functional
49199,non functional
49617,non functional
39514,functional
4207,functional
49470,functional
52230,non functional
34669,non functional
34359,non functional
25835,functional
42415,functional
7339,functional needs repair
4402,non functional
30303,functional
36755,non functional
5796,functional
8766,functional
36905,non functional
1030,functional
59035,non functional
54159,non functional
45557,functional
13487,non functional
35917,functional
43949,non functional
45888,functional
30033,functional
54033,non functional
32451,non functional
29740,functional
10364,functional
26688,non functional
3002,functional
9410,non functional
21752,non functional
8947,functional
41600,functional
37576,functional
25977,functional
26763,functional
58574,non functional
3145,functional
36357,functional
1716,non functional
58058,functional
31656,functional needs repair
42823,functional
54217,functional
34910,non functional
20133,non functional
13959,non functional
7408,non functional
25717,functional
59149,functional needs repair
48497,non functional
23664,functional
25465,functional
44784,functional
35285,functional
45022,non functional
43831,functional
8107,non functional
37873,functional
7805,non functional
52448,functional
55526,functional
15524,non functional
17174,functional
59194,functional
13342,non functional
34316,non functional
38222,functional
58754,functional
50022,non functional
54082,non functional
17674,functional
7715,functional
30849,functional needs repair
49560,functional
28700,non functional
46995,non functional
56355,functional
47776,functional
24661,functional
29086,non functional
4462,non functional
1671,functional needs repair
9283,non functional
37182,non functional
1692,non functional
2259,non functional
24982,functional
52895,non functional
29824,functional
19324,non functional
13769,non functional
41009,functional
34918,non functional
42850,non functional
57406,functional needs repair
31705,non functional
48752,functional
15808,non functional
1681,non functional
16324,functional
26311,non functional
5828,functional
29307,functional
17920,functional
21026,functional
11372,functional
44727,functional
18432,non functional
38201,functional needs repair
35638,non functional
7488,non functional
48158,functional needs repair
34193,functional
9977,functional
22731,functional
8948,functional
54271,functional
13793,non functional
27604,non functional
43370,non functional
31594,non functional
6278,functional needs repair
5407,functional needs repair
40029,functional
7506,functional
10492,non functional
24537,functional
57246,non functional
42783,non functional
14977,functional
29006,non functional
56784,non functional
38113,non functional
16880,functional
6485,non functional
41005,functional
36989,functional
36480,functional
11977,functional needs repair
6610,functional
18700,functional
29072,functional
19106,functional
24494,functional
48780,functional
42996,non functional
53908,non functional
9899,functional
55308,functional
2484,non functional
17684,functional
11120,functional
7912,functional
11602,non functional
58214,non functional
13506,non functional
28131,functional
39711,functional
18495,functional
40209,non functional
48929,functional
45930,functional
9987,functional
14782,non functional
34454,functional
50994,functional
25113,non functional
19314,non functional
6182,functional
11038,non functional
54792,non functional
45763,non functional
52307,functional
24130,non functional
56673,non functional
19244,functional needs repair
10246,functional
3775,functional
57308,functional
49015,non functional
48778,functional needs repair
20780,functional
55417,non functional
34836,functional
47158,non functional
42576,functional
18359,non functional
28938,functional
13091,non functional
50139,functional
11999,functional
15085,functional needs repair
46398,functional
48742,functional
30424,non functional
879,non functional
53233,functional
45638,non functional
